step,train,valid,trainavg,validavg
950,78.6000013351,29.5833349228,76.0799992085,29.0833353996
951,76.8000006676,29.1666686535,75.759999752,29.0000021458
952,74.1999983788,28.3333361149,75.4799997807,29.0000021458
953,73.6000001431,29.5833349228,74.9599993229,29.0833353996
954,74.1999983788,28.3333361149,75.7199990749,28.6666679382
955,75.9999990463,30.0000011921,75.9199988842,28.5833334923
956,80.5999994278,27.0833313465,76.8399989605,27.9166662693
957,75.1999974251,27.9166638851,77.199999094,28.2499992847
958,78.2000005245,26.2499988079,77.7999997139,27.416665554
959,75.9999990463,30.0000011921,76.4400005341,27.9999995232
960,79.0000021458,25.8333325386,76.0800004005,27.8333330154
961,73.8000035286,30.0000011921,75,28.3333337307
962,73.3999967575,27.0833313465,75.039999485,27.6666665077
963,72.7999985218,28.7500023842,73.9999997616,27.9999995232
964,76.1999964714,26.6666650772,73.8799989223,26.9999992847
965,73.8000035286,27.4999976158,73.8399994373,27.0833325386
966,73.1999993324,25,74.5599997044,26.8333315849
967,73.1999993324,27.4999976158,74.2800009251,27.1666657925
968,76.3999998569,27.4999976158,74.7200000286,27.4166667461
969,74.8000025749,28.3333361149,75.2400004864,28.5000002384
970,75.9999990463,28.7500023842,75.5600011349,29.3333339691
971,75.8000016212,30.4166674614,75.5200004578,29.5833349228
972,74.8000025749,31.6666662693,76.6400003433,29.6666681767
973,76.1999964714,28.7500023842,77.3200011253,29.5000004768
974,80.4000020027,28.7500023842,77.6800012589,29.0833342075
975,79.4000029564,27.9166638851,77.5600004196,28.5000014305
976,77.6000022888,28.3333361149,75.7600009441,28.9166676998
977,74.1999983788,28.7500023842,73.2400000095,29.0000009537
978,67.199999094,30.8333337307,72.5999987125,29.3333351612
979,67.7999973297,29.1666686535,72.279998064,29.2500007153
980,76.1999964714,29.5833349228,72.8399980068,29.0833330154
981,75.9999990463,27.9166638851,74.6399974823,28.3333325386
982,76.9999980927,27.9166638851,74.5199978352,28.2499992847
983,76.1999964714,27.0833313465,74.7199988365,28.2499992847
984,67.199999094,28.7500023842,75.2799987793,28.083332777
985,77.2000014782,29.5833349228,75.6799995899,27.9999995232
986,78.7999987602,27.0833313465,75.3600001335,28.3333337307
987,79.0000021458,27.4999976158,77.080000639,28.2500004768
988,74.5999991894,28.7500023842,76.9200003147,28.5833334923
989,75.8000016212,28.3333361149,75.8399999142,29.0000009537
990,76.3999998569,31.25,72.4799990654,28.3333349228
991,73.3999967575,29.1666686535,71.1599993706,28.6666679382
992,62.1999979019,24.1666674614,69.1599988937,28.6666679382
993,68.0000007153,30.4166674614,69.1199982166,27.583334446
994,65.7999992371,28.3333361149,68.8399994373,27.6666676998
995,76.1999964714,25.8333325386,71.0399997234,28.833334446
996,72.000002861,29.5833349228,72.0399999619,28.6666679382
997,73.1999993324,30.0000011921,74.8000001907,28.5833334923
998,73.0000019073,29.5833349228,74.6400010586,29.0833342075
999,79.6000003815,27.9166638851,74.6400010586,29.0833342075
1000,75.4000008106,28.3333361149,74.6400010586,29.0833342075
